evaluation,metric_type,comparison,level,reference,predicted,n_cases,confusion_type
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,00-03,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,01-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,03-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-02,03-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,00-03,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,01-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,03-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,04-06,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-08,04-99,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,05-08,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,05-99,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-03,01-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,03-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,03-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,03-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,03-09,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,03-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,00-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,04-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,04-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,05-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,05-08,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,01-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,02-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,04-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-05,01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-05,03-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-05,03-09,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-00,01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-00,02-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-03,02-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-03,05-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-04,02-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-05,02-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-05,02-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-06,01-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,00-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-07,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,04-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,04-07,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,00-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,01-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,04-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-02,00-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-02,03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-02,03-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,01-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,04-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,04-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,02-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,03-09,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,04-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,05-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-05,03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,03-08,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,02-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,03-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,03-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,00-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,01-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,02-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,03-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,03-07,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,05-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,03-07,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,03-08,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,05-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,00-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-07,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,05-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,05-08,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-01,04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-02,01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-02,04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-02,04-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-03,03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-03,04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-04,01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-04,03-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-04,04-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,04-08,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,04-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-06,03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,03-09,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,05-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-03,05-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,02-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,03-07,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,03-09,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,05-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,05-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-05,05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,02-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,05-09,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,05-99,1,
