evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,05-05-00,206,119,13,87,0.9015151515151515,0.5776699029126213,0.7041420118343196,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,05-06-00,101,68,30,33,0.6938775510204082,0.6732673267326733,0.6834170854271358,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,05-08-00,5,4,12,1,0.25,0.8,0.38095238095238093,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,05-09-00,0,0,1,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,full,single_label,05-99-00,0,0,7,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,00-02,0,0,12,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,00-03,0,0,14,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,00-04,0,0,1,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-00,30,0,0,30,,0.0,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-01,771,622,248,149,0.7149425287356321,0.8067444876783398,0.7580743449116393,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-03,16,5,8,11,0.38461538461538464,0.3125,0.3448275862068966,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-04,909,704,51,205,0.9324503311258279,0.7744774477447744,0.8461538461538461,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-05,52,39,74,13,0.34513274336283184,0.75,0.47272727272727283,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-07,3,3,0,0,1.0,1.0,1.0,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,01-99,0,0,26,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-00,9,0,0,9,,0.0,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-01,6,4,1,2,0.8,0.6666666666666666,0.7272727272727272,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-02,5,4,1,1,0.8,0.8,0.8000000000000002,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-03,17,12,1,5,0.9230769230769231,0.7058823529411765,0.8000000000000002,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-04,11,10,60,1,0.14285714285714285,0.9090909090909091,0.24691358024691357,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-05,6,4,3,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-06,1,0,2,1,0.0,0.0,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,02-99,0,0,7,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-00,47,0,0,47,,0.0,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-01,453,372,107,81,0.7766179540709812,0.8211920529801324,0.798283261802575,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-02,51,39,25,12,0.609375,0.7647058823529411,0.6782608695652174,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-03,209,132,69,77,0.6567164179104478,0.631578947368421,0.6439024390243903,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-04,77,43,26,34,0.6231884057971014,0.5584415584415584,0.589041095890411,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-05,73,50,7,23,0.8771929824561403,0.684931506849315,0.7692307692307693,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-06,193,166,58,27,0.7410714285714286,0.8601036269430051,0.7961630695443646,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-07,32,17,27,15,0.38636363636363635,0.53125,0.4473684210526316,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-08,48,11,19,37,0.36666666666666664,0.22916666666666666,0.28205128205128205,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-09,60,37,38,23,0.49333333333333335,0.6166666666666667,0.5481481481481482,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,03-99,0,0,19,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-00,31,0,1,31,0.0,0.0,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-01,69,67,4,2,0.9436619718309859,0.9710144927536232,0.9571428571428571,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-02,20,14,7,6,0.6666666666666666,0.7,0.6829268292682926,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-03,55,48,0,7,1.0,0.8727272727272727,0.9320388349514563,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-04,5,2,1,3,0.6666666666666666,0.4,0.5,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-05,54,28,8,26,0.7777777777777778,0.5185185185185185,0.6222222222222222,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-06,14,13,8,1,0.6190476190476191,0.9285714285714286,0.742857142857143,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-07,4,4,2,0,0.6666666666666666,1.0,0.8,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-08,25,23,5,2,0.8214285714285714,0.92,0.8679245283018867,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-09,1,1,10,0,0.09090909090909091,1.0,0.16666666666666669,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,04-99,0,0,15,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-00,24,2,7,22,0.2222222222222222,0.08333333333333333,0.12121212121212122,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-03,145,122,22,23,0.8472222222222222,0.8413793103448276,0.8442906574394463,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-04,28,14,6,14,0.7,0.5,0.5833333333333334,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-05,206,119,13,87,0.9015151515151515,0.5776699029126213,0.7041420118343196,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-06,101,68,30,33,0.6938775510204082,0.6732673267326733,0.6834170854271358,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-08,5,4,12,1,0.25,0.8,0.38095238095238093,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-09,0,0,1,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level2,single_label,05-99,0,0,7,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level1,single_label,00,0,0,27,0,0.0,,,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level1,single_label,01,1781,1591,189,190,0.8938202247191012,0.8933183604716451,0.8935692221286156,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level1,single_label,02,55,50,59,5,0.45871559633027525,0.9090909090909091,0.6097560975609756,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level1,single_label,03,1243,1062,200,181,0.8415213946117274,0.8543845534995977,0.8479041916167664,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level1,single_label,04,278,237,24,41,0.9080459770114943,0.8525179856115108,0.8794063079777366,
Evaluation 1: EXP1 vs PHY,underlying,EXP1_underlying vs PHY_underlying,level1,single_label,05,509,406,21,103,0.9508196721311475,0.7976424361493124,0.8675213675213674,
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,00-02-00,0,0,5,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-00-00,2,0,0,2,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-00,2,0,12,2,0.0,0.0,,-0.013521126760565124
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-01,5,1,10,4,0.09090909090909091,0.2,0.12500000000000003,0.10094952523738064
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-02,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-03,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-04,1,0,23,1,0.0,0.0,,-0.0075138843515195255
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-05,0,0,6,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-06,0,0,4,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-01-99,0,0,7,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-03-00,0,0,2,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-04-00,4,0,0,4,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-04-01,0,0,10,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-04-02,27,16,7,11,0.6956521739130435,0.5925925925925926,0.6399999999999999,0.6014817367332876
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-04-03,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-04-99,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-05-00,1,0,13,1,0.0,0.0,,-0.007278835386336965
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,01-99-00,0,0,10,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,02-00-00,1,0,0,1,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,02-03-00,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-00-00,3,0,0,3,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-01-01,82,52,44,30,0.5416666666666666,0.6341463414634146,0.5842696629213483,0.36610892607159534
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-01-02,1,0,10,1,0.0,0.0,,-0.007125044531530781
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-01-03,0,0,2,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-01-04,22,6,15,16,0.2857142857142857,0.2727272727272727,0.2790697674418604,0.21329120173792865
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-01-99,0,0,17,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-02-00,0,0,8,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-02-01,1,0,3,1,0.0,0.0,,-0.005870841487283326
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-02-02,2,1,5,1,0.16666666666666666,0.5,0.25,0.2411417322834639
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-02-99,0,0,4,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-03-00,1,0,1,1,0.0,0.0,,-0.003906249999992727
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-03-01,0,0,2,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-03-02,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-03-03,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-03-99,0,0,10,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-04-00,2,0,1,2,0.0,0.0,,-0.005215123859201154
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-04-01,2,1,7,1,0.125,0.5,0.2,0.1899133175728917
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-04-02,9,5,5,4,0.5,0.5555555555555556,0.5263157894736842,0.5081862640867527
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-04-99,0,0,15,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-05-01,38,31,25,7,0.5535714285714286,0.8157894736842105,0.6595744680851064,0.5867751984725155
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-05-99,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-06-00,1,0,1,1,0.0,0.0,,-0.003906249999992727
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-06-02,1,1,0,0,1.0,1.0,1.0,1.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-06-04,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-06-06,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-06-99,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-07-01,2,1,11,1,0.08333333333333333,0.5,0.14285714285714285,0.1312676056338028
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-07-99,0,0,10,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-08-00,14,7,28,7,0.2,0.5,0.28571428571428575,0.22543701024713717
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-08-01,11,0,0,11,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-08-99,0,0,19,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-09-00,2,0,0,2,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-09-01,8,3,36,5,0.07692307692307693,0.375,0.12765957446808512,0.0801396769969448
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-09-99,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,03-99-00,0,0,21,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,04-00-00,1,0,0,1,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,04-01-00,1,0,1,1,0.0,0.0,,-0.003906249999992727
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,04-02-00,1,0,4,1,0.0,0.0,,-0.006264682850436304
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,04-05-00,1,0,0,1,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,04-99-00,0,0,5,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,05-03-00,4,1,3,3,0.25,0.25,0.25,0.2381422924901152
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,05-04-00,1,0,2,1,0.0,0.0,,-0.005215123859201154
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,05-05-00,3,2,3,1,0.4,0.6666666666666666,0.5,0.4925962487660425
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,05-99-00,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,99-00-00,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,full,multi_label,BLANK,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,00-02,0,0,5,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,01-00,2,0,0,2,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,01-01,8,3,57,5,0.05,0.375,0.08823529411764708,0.03523855655122242
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,01-03,0,0,2,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,01-04,31,19,14,12,0.5757575757575758,0.6129032258064516,0.59375,0.5360366615747815
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,01-05,1,0,13,1,0.0,0.0,,-0.007278835386336965
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,01-99,0,0,10,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,02-00,1,0,0,1,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,02-03,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-00,3,0,0,3,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-01,105,80,39,25,0.6722689075630253,0.7619047619047619,0.7142857142857143,0.4951194057339308
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-02,3,2,18,1,0.1,0.6666666666666666,0.1739130434782609,0.15679502676567084
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-03,1,0,17,1,0.0,0.0,,-0.0074041811846680015
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-04,13,8,25,5,0.24242424242424243,0.6153846153846154,0.34782608695652173,0.2967894928858078
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-05,38,31,26,7,0.543859649122807,0.8157894736842105,0.6526315789473685,0.5777025344819001
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-06,2,1,6,1,0.14285714285714285,0.5,0.22222222222222224,0.21269146608314798
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-07,2,1,21,1,0.045454545454545456,0.5,0.08333333333333334,0.07006578947368425
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-08,25,15,39,10,0.2777777777777778,0.6,0.37974683544303794,0.2846105777424304
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-09,10,4,35,6,0.10256410256410256,0.4,0.163265306122449,0.10801659189029017
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,03-99,0,0,21,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,04-00,1,0,0,1,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,04-01,1,0,1,1,0.0,0.0,,-0.003906249999992727
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,04-02,1,0,4,1,0.0,0.0,,-0.006264682850436304
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,04-05,1,0,0,1,,0.0,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,04-99,0,0,5,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,05-03,4,1,3,3,0.25,0.25,0.25,0.2381422924901152
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,05-04,1,0,2,1,0.0,0.0,,-0.005215123859201154
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,05-05,3,2,3,1,0.4,0.6666666666666666,0.5,0.4925962487660425
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,05-99,0,0,3,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,99-00,0,0,1,0,0.0,,,0.0
Evaluation 1: EXP1 vs PHY,contributory,EXP1_contrib_set vs PHY_contrib,level2,multi_label,BLANK,0,0,3,0,0.0,,,0.0
